Champion,Role,Win Percent,Play Percent,Ban Rate,Kills,Deaths,Assists,Largest Killing Spree,Damage Dealt,Damage Taken,Total Healing,Minions Killed,Gold Earned
Kled,Top,0.471004243281471,0.008968761562450446,0.0016787356625614462,6.079207920792079,5.799151343705799,7.333804809052334,5,18044,32808,3800,157.79773691654879,11513
Udyr,Jungle,0.49145299145299143,0.008905333262857444,0.00030234156139330833,5.619658119658119,5.601139601139601,6.193732193732194,6,11692,28005,10367,36.074074074074076,10861
Yorick,Top,0.5035765379113019,0.008867276283101643,0.0008372535546276231,4.197424892703863,5.103004291845494,4.989985693848355,5,19252,25728,6615,192.61659513590845,12021
Sylas,Support,0.5037147102526003,0.008537449125218035,0.010865267720281199,4.095096582466567,3.787518573551263,3.1411589895988112,6,9223,14261,4143,88.81277860326894,6549
Neeko,Middle,0.5061162079510704,0.008296421586764628,0.0003763412442518103,6.045871559633028,5.981651376146789,7.6941896024464835,7,19352,18464,2198,156.9296636085627,10950
Anivia,Middle,0.4969040247678019,0.008194936307415825,0.0006406258258893176,5.756965944272446,4.6609907120743035,7.46594427244582,7,18705,24392,4258,179.54024767801857,11676
Shaco,Support,0.5232744783306581,0.007903166129288017,0.005776203816269359,4.213483146067416,5.19422150882825,9.491171749598715,5,16176,15394,1523,31.518459069020867,8368
Cho'Gath,Top,0.48366013071895425,0.007763623870183413,0.0004587980337227126,6.068627450980392,5.965686274509804,6.2369281045751634,5,18482,32902,7762,162.5702614379085,11316
Aurelion Sol,Middle,0.5496688741721855,0.00766213859083461,0.00025794175167820707,5.622516556291391,5.264900662251655,8.658940397350994,6,18534,21823,4262,157.08609271523179,10426
Nocturne,Middle,0.5443886097152428,0.007573338971404408,0.0036576986098631006,8.008375209380235,6.358458961474037,6.418760469011725,6,18558,24281,5238,172.54438860971524,12342
Camille,Support,0.5333333333333333,0.007421111052381204,0.0017696495586447486,3.0923076923076924,3.2803418803418802,2.5435897435897434,5,7771,11405,1164,99.25982905982906,6491
Rumble,Middle,0.48939929328621906,0.007180083513927797,0.00046725514033511286,6.743816254416961,5.807420494699647,8.136042402826854,8,21577,22771,3840,159.21554770318022,11120
Kog'Maw,Middle,0.4672566371681416,0.0071673978540091965,0.0009514244938950262,7.03716814159292,6.046017699115044,6.651327433628318,7,25549,17200,1385,188.52920353982302,12135
Dr. Mundo,Top,0.4724689165186501,0.007142026534171996,0.0006004545694804165,4.710479573712256,5.412078152753108,6.772646536412078,5,20321,33974,8599,165.65896980461812,11076
Zoe,Support,0.5401869158878505,0.0067868280564511866,0.006264601723135472,3.953271028037383,3.433644859813084,4.011214953271028,6,10084,9205,1667,90.41121495327103,6909
Twisted Fate,Support,0.47842401500938087,0.006761456736613986,0.0036936413129658014,2.5403377110694185,3.3564727954971856,3.979362101313321,3,6902,9893,1758,102.76360225140714,6821
Ziggs,Middle,0.49429657794676807,0.006672657117183783,0.00013954225910460383,5.513307984790875,5.511406844106464,7.880228136882129,5,25360,16327,1583,185.46768060836501,11817
Karthus,Middle,0.4930966469428008,0.0064316295787303765,0.007120883767640996,7.232741617357002,6.899408284023669,8.335305719921104,7,28247,22457,5188,183.13806706114397,12193
Jax,Support,0.4871287128712871,0.006406258258893176,0.009338759976742958,3.0356435643564357,3.596039603960396,1.5386138613861386,4,7688,11621,1738,103.30891089108911,6670
Mordekaiser,Support,0.47023809523809523,0.006393572598974576,0.009622073048258364,2.634920634920635,3.4186507936507935,1.7658730158730158,6,8165,11688,2587,100.98412698412699,6246
Rumble,Top,0.48902195608782434,0.006355515619218774,0.00046725514033511286,5.469061876247505,5.790419161676646,7.315369261477046,5,20421,22991,3517,162.49101796407186,10865
